Node	Time	ActivationUpPrice
2	1	43.563
2	2	43.124
2	3	42.419
2	4	42.355000000000004
2	5	42.533
2	6	43.113
2	7	71.77799999999999
2	8	64.001
2	9	59.3119
2	10	53.660000000000004
2	11	52.705999999999996
2	12	50.146
2	13	55.437
2	14	52.55
2	15	46.042
2	16	48.635000000000005
2	17	50.298
2	18	53.765
2	19	62.826
2	20	63.071000000000005
2	21	51.989
2	22	46.760000000000005
2	23	43.483999999999995
2	24	42.394999999999996
3	1	37.3966
3	2	35.6198
3	3	35.0676
3	4	34.447199999999995
3	5	35.641799999999996
3	6	38.2376
3	7	48.2024
3	8	63.2778
3	9	82.167
3	10	83.6266
3	11	61.1446
3	12	53.845439999999996
3	13	48.90814
3	14	46.6672
3	15	47.92359999999999
3	16	51.2752
3	17	54.833999999999996
3	18	60.54859999999999
3	19	60.128
3	20	55.678000000000004
3	21	50.5964
3	22	46.2772
3	23	44.4184
3	24	38.263200000000005
4	1	38.692527999999996
4	2	37.175239999999995
4	3	35.94292
4	4	35.894203999999995
4	5	37.2836
4	6	42.0126
4	7	53.53288
4	8	67.877508
4	9	75.05417200000001
4	10	68.83767999999999
4	11	58.927879999999995
4	12	55.581856
4	13	49.277832000000004
4	14	47.49364
4	15	48.94592
4	16	54.07396
4	17	66.27064
4	18	72.08805199999999
4	19	65.98333199999999
4	20	60.769211999999996
4	21	53.95812
4	22	48.8688
4	23	45.31264
4	24	41.81548
5	1	38.8747744
5	2	37.248456
5	3	36.11804
5	4	36.1431488
5	5	37.011088
5	6	41.171582400000005
5	7	51.538447999999995
5	8	65.55808880000001
5	9	71.6931768
5	10	66.557496
5	11	56.695983999999996
5	12	52.503352
5	13	47.5276192
5	14	46.20616
5	15	48.648728000000006
5	16	56.8051072
5	17	67.307672
5	18	68.980876
5	19	62.52386800000001
5	20	56.623812
5	21	51.968720000000005
5	22	47.496088
5	23	44.586968
5	24	40.918888
6	1	39.22500992
6	2	37.770137600000005
6	3	36.6667616
6	4	36.56058144
6	5	37.271672
6	6	41.33212528
6	7	52.6092096
6	8	64.28598512
6	9	68.41453984
6	10	63.4786096
6	11	55.10039584
6	12	51.076828320000004
6	13	47.3908352
6	14	45.5988384
6	15	47.77348
6	16	53.734608959999996
6	17	60.068448
6	18	63.2962592
6	19	61.38736480000001
6	20	57.23429599999999
6	21	52.3533104
6	22	47.9770096
6	23	45.053275199999995
6	24	41.415422400000004
