Node	Time	Spot_Price
2	1	41.656
2	2	40.947
2	3	40.474000000000004
2	4	40.196
2	5	40.562
2	6	41.984
2	7	45.498000000000005
2	8	55.038
2	9	57.227999999999994
2	10	53.293000000000006
2	11	49.826
2	12	46.097
2	13	41.498000000000005
2	14	41.20399999999999
2	15	44.031
2	16	45.961
2	17	48.818
2	18	51.56
2	19	51.498000000000005
2	20	50.003
2	21	48.047000000000004
2	22	45.900999999999996
2	23	43.135000000000005
2	24	41.204
3	1	34.772800000000004
3	2	33.1338
3	3	32.0654
3	4	32.0578
3	5	33.2768
3	6	36.251799999999996
3	7	45.346599999999995
3	8	53.3716
3	9	56.872
3	10	52.989
3	11	50.543
3	12	47.1136
3	13	44.0978
3	14	42.8662
3	15	45.518
3	16	48.24
3	17	51.6364
3	18	57.296400000000006
3	19	56.7232
3	20	52.796400000000006
3	21	47.416199999999996
3	22	43.0832
3	23	40.1042
3	24	36.4058
4	1	37.00712
4	2	35.19488
4	3	33.9884
4	4	33.7902
4	5	35.53076
4	6	39.61364
4	7	48.89436
4	8	61.08504
4	9	62.600559999999994
4	10	56.39164
4	11	51.283319999999996
4	12	46.910959999999996
4	13	43.89708
4	14	43.00932
4	15	45.57852
4	16	49.910799999999995
4	17	55.599
4	18	61.61612
4	19	60.31156
4	20	55.74504
4	21	50.25568
4	22	46.20872
4	23	43.13416
4	24	39.82
5	1	37.088584000000004
5	2	35.426728000000004
5	3	34.508055999999996
5	4	34.453416
5	5	35.699416
5	6	39.14308
5	7	47.903648
5	8	60.065447999999996
5	9	61.535528
5	10	56.069304
5	11	51.374864
5	12	47.324776
5	13	44.057648
5	14	42.776384
5	15	44.96844
5	16	49.0806
5	17	54.293448
5	18	59.614616000000005
5	19	58.268671999999995
5	20	53.517656
5	21	48.556064
5	22	44.92944
5	23	42.200832
5	24	38.708312
6	1	37.211860800000004
6	2	35.646808
6	3	34.785169599999996
6	4	34.6703952
6	5	35.8047408
6	6	39.2600688
6	7	48.5548432
6	8	59.5710112
6	9	60.758472000000005
6	10	55.1327904
6	11	50.631276799999995
6	12	46.7078208
6	13	43.614726399999995
6	14	42.3815664
6	15	44.453407999999996
6	16	48.0300976
6	17	52.71931360000001
6	18	57.99896639999999
6	19	57.7149712
6	20	53.5666576
6	21	48.9530608
6	22	45.4147488
6	23	42.7692816
6	24	39.5003568
